שם קובץ,ID,נתיב,סוג (MIME),גודל (MB),תאריך יצירה,תאריך עדכון אחרון,בעלים,קישור
217 - ספר מלכים ב' פר' ד'-ה' השונמית ובנה - נס נעמן.mp3,11-aIAenvqFCnXTOXXi_P5ejbdkW_ds_X,סט ילדים/215 - 226  ספר מלכים ב,audio/mpeg,57.052,6/17/2026 9:59:40,8/21/2020 10:43:54,yadtamar613@gmail.com,https://drive.google.com/file/d/11-aIAenvqFCnXTOXXi_P5ejbdkW_ds_X/view?usp=drivesdk
218 - ספר מלכים ב'  פר' ו'-ח' הרעב - ארבעת המצורעים.mp3,1cAwthCFqnA2BlmcpJ5TNiYSAIxss_tTO,סט ילדים/215 - 226  ספר מלכים ב,audio/mpeg,55.13,6/17/2026 9:59:47,8/21/2020 10:38:54,yadtamar613@gmail.com,https://drive.google.com/file/d/1cAwthCFqnA2BlmcpJ5TNiYSAIxss_tTO/view?usp=drivesdk
219 - ספר מלכים ב' פר' ח'-י' יהוא - סוף לבית אחאב.mp3,13VICqcxLT5CAR9PMhEYCM1I-sweDljMe,סט ילדים/215 - 226  ספר מלכים ב,audio/mpeg,55.907,6/17/2026 9:59:53,8/21/2020 10:39:24,yadtamar613@gmail.com,https://drive.google.com/file/d/13VICqcxLT5CAR9PMhEYCM1I-sweDljMe/view?usp=drivesdk
220 - ספר מלכים ב' פר' י'-יב' יהוידע הכהן - יואש מלך יהודה.mp3,1kg0azvY23QGnTqgYrjC_7z8P33GriNLP,סט ילדים/215 - 226  ספר מלכים ב,audio/mpeg,55.798,6/17/2026 9:59:59,8/21/2020 10:39:54,yadtamar613@gmail.com,https://drive.google.com/file/d/1kg0azvY23QGnTqgYrjC_7z8P33GriNLP/view?usp=drivesdk
"221 - ספר מלכים ב' פר' יג'-טו' פטירת אלישע, נס התחיה - יותם המושלם.mp3",1XlWDWUvDq5dKPTYW4X8qWm_KtReEv2h1,סט ילדים/215 - 226  ספר מלכים ב,audio/mpeg,57.999,6/17/2026 10:00:06,8/21/2020 10:40:20,yadtamar613@gmail.com,https://drive.google.com/file/d/1XlWDWUvDq5dKPTYW4X8qWm_KtReEv2h1/view?usp=drivesdk
222 - ספר מלכים ב' פר' טו'-יז' גלות עשרת השבטים - חורבן שומרון.mp3,1pY8TK1bQB_eQqajgj16w1vVfkS4EzlHr,סט ילדים/215 - 226  ספר מלכים ב,audio/mpeg,55.205,6/17/2026 10:00:13,8/21/2020 10:40:44,yadtamar613@gmail.com,https://drive.google.com/file/d/1pY8TK1bQB_eQqajgj16w1vVfkS4EzlHr/view?usp=drivesdk
223 - ספר מלכים ב' פר' יז'-יח' כותים ואריות - מלכות חזקיהו.mp3,15Ep8pwxdA95yveqhmJycWnq9WcHs6KJ7,סט ילדים/215 - 226  ספר מלכים ב,audio/mpeg,56.434,6/17/2026 10:00:19,8/21/2020 10:41:06,yadtamar613@gmail.com,https://drive.google.com/file/d/15Ep8pwxdA95yveqhmJycWnq9WcHs6KJ7/view?usp=drivesdk
224 - ספר מלכים ב' פר' יט'-כ' יהודה ארץ התורה - נס מפלת אשור.mp3,1vZaQ0Vl_j8MGsOfLGoU-7ack7afAKwrj,סט ילדים/215 - 226  ספר מלכים ב,audio/mpeg,60.979,6/17/2026 10:00:26,8/21/2020 10:41:34,yadtamar613@gmail.com,https://drive.google.com/file/d/1vZaQ0Vl_j8MGsOfLGoU-7ack7afAKwrj/view?usp=drivesdk
225 - ספר מלכים ב' פר' כ'-כג' מנשה - יאשיהו דורש ה'.mp3,1duBBSUWsw6lJqtOufP4mE1_a8A5ABvPc,סט ילדים/215 - 226  ספר מלכים ב,audio/mpeg,56.279,6/17/2026 10:00:33,8/21/2020 10:42:08,yadtamar613@gmail.com,https://drive.google.com/file/d/1duBBSUWsw6lJqtOufP4mE1_a8A5ABvPc/view?usp=drivesdk
"226 - ספר מלכים ב' פר' כג'-כה' עלית הבבלים - גלות יהודה, צום גדליה.mp3",1XN5U7U7eCmCn21WT0qrGlB6iMD3byVki,סט ילדים/215 - 226  ספר מלכים ב,audio/mpeg,50.645,6/17/2026 10:00:39,8/21/2020 10:42:38,yadtamar613@gmail.com,https://drive.google.com/file/d/1XN5U7U7eCmCn21WT0qrGlB6iMD3byVki/view?usp=drivesdk
"227 - סוד ההצלחה בחיים-הרב שרר,הכושי ותרופת ההצלה.mp3",1PvpVLOce3Tmghw7WSiqJ_g5IUNPmJ2Ys,סט ילדים/227 - 259  סיפורי מופת - סדרה א/227 - 232 שער האמונה והשגחה פרטית,audio/mpeg,25.57,6/17/2026 9:56:15,8/21/2020 10:45:00,yadtamar613@gmail.com,https://drive.google.com/file/d/1PvpVLOce3Tmghw7WSiqJ_g5IUNPmJ2Ys/view?usp=drivesdk
"228 - אין עוד מלבדו - קצין המשטרה, חברת החשמל.mp3",17ToNRftxu5C39BFdtAsS2QSKB0H1Nn8r,סט ילדים/227 - 259  סיפורי מופת - סדרה א/227 - 232 שער האמונה והשגחה פרטית,audio/mpeg,26.636,6/17/2026 9:56:20,8/21/2020 10:44:16,yadtamar613@gmail.com,https://drive.google.com/file/d/17ToNRftxu5C39BFdtAsS2QSKB0H1Nn8r/view?usp=drivesdk
229 - ר ישעיהו ברדקי-השחיה אל החוף-נפוליון הזהב.mp3,1gng9zzeuIDT0YzSWsRzgxe-VRLcWHkyU,סט ילדים/227 - 259  סיפורי מופת - סדרה א/227 - 232 שער האמונה והשגחה פרטית,audio/mpeg,21.569,6/17/2026 9:56:23,8/21/2020 10:44:20,yadtamar613@gmail.com,https://drive.google.com/file/d/1gng9zzeuIDT0YzSWsRzgxe-VRLcWHkyU/view?usp=drivesdk
230 - אוניית הדוניירה-נס ההצלה-דגי אנשובי בארץ פרו.mp3,18H5RKgPGm47jP_qd_ua8kr0iEI3Nx5Pr,סט ילדים/227 - 259  סיפורי מופת - סדרה א/227 - 232 שער האמונה והשגחה פרטית,audio/mpeg,24.699,6/17/2026 9:56:28,8/21/2020 10:44:26,yadtamar613@gmail.com,https://drive.google.com/file/d/18H5RKgPGm47jP_qd_ua8kr0iEI3Nx5Pr/view?usp=drivesdk
231 - האוצר שבכרוב-העץ שהחזיר את הגניבה.mp3,1gVyNu_b9DSXdNqsc75aV7PtduhO0bLu4,סט ילדים/227 - 259  סיפורי מופת - סדרה א/227 - 232 שער האמונה והשגחה פרטית,audio/mpeg,35.292,6/17/2026 9:56:33,8/21/2020 10:44:38,yadtamar613@gmail.com,https://drive.google.com/file/d/1gVyNu_b9DSXdNqsc75aV7PtduhO0bLu4/view?usp=drivesdk
232 - בעזרת ה -תפילת הדרך-מי השליט -השוטר ''המחליט''.mp3,1JieIUURLXp6qh5dfFcB0jgPsi1JGZiir,סט ילדים/227 - 259  סיפורי מופת - סדרה א/227 - 232 שער האמונה והשגחה פרטית,audio/mpeg,36.777,6/17/2026 9:56:38,8/21/2020 10:44:52,yadtamar613@gmail.com,https://drive.google.com/file/d/1JieIUURLXp6qh5dfFcB0jgPsi1JGZiir/view?usp=drivesdk
233 - דימוי עצמי א'-כל אחד בן יחיד-רמי בר תמרי.mp3,1w_hZJyjFFCVJDwg7g43yGuujCQOOuDxk,סט ילדים/227 - 259  סיפורי מופת - סדרה א/233 - 235 שער הערכה עצמית,audio/mpeg,21.821,6/17/2026 9:59:13,8/21/2020 10:44:34,yadtamar613@gmail.com,https://drive.google.com/file/d/1w_hZJyjFFCVJDwg7g43yGuujCQOOuDxk/view?usp=drivesdk
234 - דימוי עצמי ב'-רבי עקיבא אייגר-המפקד הליטאי.mp3,1uzahqpppOLZdplAF9Mi-pY6NBwXdIb49,סט ילדים/227 - 259  סיפורי מופת - סדרה א/233 - 235 שער הערכה עצמית,audio/mpeg,22.565,6/17/2026 9:59:16,8/21/2020 10:44:42,yadtamar613@gmail.com,https://drive.google.com/file/d/1uzahqpppOLZdplAF9Mi-pY6NBwXdIb49/view?usp=drivesdk
235 - מעלתינו ומעלת חברינו- ההספד-בעל ה''לשם''-הגנן.mp3,1IsiSq3X_fMj793VsL2UDmO-v1MIaa-iU,סט ילדים/227 - 259  סיפורי מופת - סדרה א/233 - 235 שער הערכה עצמית,audio/mpeg,22.82,6/17/2026 9:59:20,8/21/2020 10:44:50,yadtamar613@gmail.com,https://drive.google.com/file/d/1IsiSq3X_fMj793VsL2UDmO-v1MIaa-iU/view?usp=drivesdk
236 - שנאת חינם-כרטיס הכניסה לגלות.mp3,1qzLt6FaIdRyJ1IXhj3qSqOe1Fgo7rqsp,סט ילדים/227 - 259  סיפורי מופת - סדרה א/236 - 240  שער ישראל ואומות העולם,audio/mpeg,20.667,6/17/2026 9:58:25,8/21/2020 10:44:56,yadtamar613@gmail.com,https://drive.google.com/file/d/1qzLt6FaIdRyJ1IXhj3qSqOe1Fgo7rqsp/view?usp=drivesdk
237 - אהבת ישראל- כרטיס היציאה מן הגלות.mp3,1_2GjoH-YgotEr0KVD9r8Q9eQMaUPkX0D,סט ילדים/227 - 259  סיפורי מופת - סדרה א/236 - 240  שער ישראל ואומות העולם,audio/mpeg,29.33,6/17/2026 9:58:30,8/21/2020 10:45:04,yadtamar613@gmail.com,https://drive.google.com/file/d/1_2GjoH-YgotEr0KVD9r8Q9eQMaUPkX0D/view?usp=drivesdk
238 - גר הצדק- הגרף פוטוצקי והגאון מוילנא.mp3,1xpvetBLj0sZ9iBi9unKYGcjy44KTLWm9,סט ילדים/227 - 259  סיפורי מופת - סדרה א/236 - 240  שער ישראל ואומות העולם,audio/mpeg,23.472,6/17/2026 9:58:34,8/21/2020 10:45:12,yadtamar613@gmail.com,https://drive.google.com/file/d/1xpvetBLj0sZ9iBi9unKYGcjy44KTLWm9/view?usp=drivesdk
239 - המהר ל - הצלת הגיורת -הכומר והאש הקרה.mp3,1Jcu49YnPmqlx3fyHehH6IjLzdlFnvxeq,סט ילדים/227 - 259  סיפורי מופת - סדרה א/236 - 240  שער ישראל ואומות העולם,audio/mpeg,24.799,6/17/2026 9:58:37,8/21/2020 10:45:20,yadtamar613@gmail.com,https://drive.google.com/file/d/1Jcu49YnPmqlx3fyHehH6IjLzdlFnvxeq/view?usp=drivesdk
"240 - הנס בקושטא- חכמת הרוכל היהודי,טלית ותפילין,ערק,קלפים ופיצוחים.mp3",1tcANfV4YYP3-lx7J7yAvVGDukC7-bKzO,סט ילדים/227 - 259  סיפורי מופת - סדרה א/236 - 240  שער ישראל ואומות העולם,audio/mpeg,26.131,6/17/2026 9:58:41,8/21/2020 10:45:30,yadtamar613@gmail.com,https://drive.google.com/file/d/1tcANfV4YYP3-lx7J7yAvVGDukC7-bKzO/view?usp=drivesdk
241 - נדיבות - גלגל החסד החוזר-ניתוחי ההצלה.mp3,1hAnDz2u7UnU0U_ykLMOGlwsl6saeMTI3,סט ילדים/227 - 259  סיפורי מופת - סדרה א/241 - 245 שער המידות,audio/mpeg,23.77,6/17/2026 9:55:56,8/21/2020 10:45:50,yadtamar613@gmail.com,https://drive.google.com/file/d/1hAnDz2u7UnU0U_ykLMOGlwsl6saeMTI3/view?usp=drivesdk
242 - שלא לבייש - חברי הטוב יצחק.mp3,1zTrzpIort_M3aai79y30GxOfh8UIyuPM,סט ילדים/227 - 259  סיפורי מופת - סדרה א/241 - 245 שער המידות,audio/mpeg,23.4,6/17/2026 9:56:00,8/21/2020 10:45:14,yadtamar613@gmail.com,https://drive.google.com/file/d/1zTrzpIort_M3aai79y30GxOfh8UIyuPM/view?usp=drivesdk
243 - מידת האמת-מרכבות המלאכים-המבחן בקוצק- הכיפה.mp3,1HMKh0Q_zgJsTJVafXGcYo1FldKFrIbme,סט ילדים/227 - 259  סיפורי מופת - סדרה א/241 - 245 שער המידות,audio/mpeg,23.119,6/17/2026 9:56:04,8/21/2020 10:45:22,yadtamar613@gmail.com,https://drive.google.com/file/d/1HMKh0Q_zgJsTJVafXGcYo1FldKFrIbme/view?usp=drivesdk
244 - ''להרגיש את השני''-נפוליון והחייט היהודי-עצים להסקה-אתרוגי.mp3,1bGvG0q6TF29K3OjSR1KicUix_igF1eRY,סט ילדים/227 - 259  סיפורי מופת - סדרה א/241 - 245 שער המידות,audio/mpeg,24.636,6/17/2026 9:56:07,8/21/2020 10:45:32,yadtamar613@gmail.com,https://drive.google.com/file/d/1bGvG0q6TF29K3OjSR1KicUix_igF1eRY/view?usp=drivesdk
245 - ה''נודע ביהודה'' והאופה הגויי-הרב מני ו''מלך המדבר''-שני משה.mp3,1CMX6W1rQT7JvBwTumIozL9Not1-O06i0,סט ילדים/227 - 259  סיפורי מופת - סדרה א/241 - 245 שער המידות,audio/mpeg,23.974,6/17/2026 9:56:12,8/21/2020 10:45:40,yadtamar613@gmail.com,https://drive.google.com/file/d/1CMX6W1rQT7JvBwTumIozL9Not1-O06i0/view?usp=drivesdk
246 - ממצוות מרויחים חיים-אסון מגדלי התאומים.mp3,1gcFE0vb0GEBIOIxcs52DdF5zG7n9p7ne,סט ילדים/227 - 259  סיפורי מופת - סדרה א/246 - 249 שער המצוות,audio/mpeg,21.386,6/17/2026 9:53:40,8/21/2020 10:46:02,yadtamar613@gmail.com,https://drive.google.com/file/d/1gcFE0vb0GEBIOIxcs52DdF5zG7n9p7ne/view?usp=drivesdk
247 - ממצוות לא מפסידים-ר אהרן חסיד-הטייקון והכיפה.mp3,1WRt16oIxPZ7wYNTaWdDjYNrBK7UKbDqx,סט ילדים/227 - 259  סיפורי מופת - סדרה א/246 - 249 שער המצוות,audio/mpeg,24.861,6/17/2026 9:53:44,8/21/2020 10:45:36,yadtamar613@gmail.com,https://drive.google.com/file/d/1WRt16oIxPZ7wYNTaWdDjYNrBK7UKbDqx/view?usp=drivesdk
248 - כף זכות-הרמב''ם-אצבעות אדם-שני תפוחים-שקל הקודש.mp3,16lk-uKQiQ4WGt6XTlH3r2Qni1eItADoJ,סט ילדים/227 - 259  סיפורי מופת - סדרה א/246 - 249 שער המצוות,audio/mpeg,22.531,6/17/2026 9:53:48,8/21/2020 10:45:44,yadtamar613@gmail.com,https://drive.google.com/file/d/16lk-uKQiQ4WGt6XTlH3r2Qni1eItADoJ/view?usp=drivesdk
249 - ''בצדק תשפוט עמיתיך'' -רחמים הרוכל-ציפורת סוכר-הרש''ש והשידוך.mp3,12TSXpfa9ZG_ptE6Hc2yttwmacKmkLTCw,סט ילדים/227 - 259  סיפורי מופת - סדרה א/246 - 249 שער המצוות,audio/mpeg,19.871,6/17/2026 9:53:52,8/21/2020 10:45:54,yadtamar613@gmail.com,https://drive.google.com/file/d/12TSXpfa9ZG_ptE6Hc2yttwmacKmkLTCw/view?usp=drivesdk
250 - ברכת השבת-ילדים כושים מדברים יידיש-המצבר.mp3,1LHyM5ChI3w81llOqJJ6ePjAbo7kTRkJ5,סט ילדים/227 - 259  סיפורי מופת - סדרה א/250 - 252 שער השבת והמועדים,audio/mpeg,21.909,6/17/2026 9:58:45,8/21/2020 10:45:54,yadtamar613@gmail.com,https://drive.google.com/file/d/1LHyM5ChI3w81llOqJJ6ePjAbo7kTRkJ5/view?usp=drivesdk
"251 - בזכות שמירת שבת- השר מונטיפיורי ,מכתב הרעל,-תפוחי השבת.mp3",1uq2YGOpdzzfL95IULlRr3IgmLZJqZOOs,סט ילדים/227 - 259  סיפורי מופת - סדרה א/250 - 252 שער השבת והמועדים,audio/mpeg,23.323,6/17/2026 9:58:49,8/21/2020 10:46:02,yadtamar613@gmail.com,https://drive.google.com/file/d/1uq2YGOpdzzfL95IULlRr3IgmLZJqZOOs/view?usp=drivesdk
252 - השבת המנצחת-הצפלין האמריקאי-מפעל עמוד האש.mp3,1zyKcaGWcTLcnngkET0FWOb9nZRxLE9eX,סט ילדים/227 - 259  סיפורי מופת - סדרה א/250 - 252 שער השבת והמועדים,audio/mpeg,26.598,6/17/2026 9:58:53,8/21/2020 10:46:12,yadtamar613@gmail.com,https://drive.google.com/file/d/1zyKcaGWcTLcnngkET0FWOb9nZRxLE9eX/view?usp=drivesdk
253 - א ו ר התורה-בבא מאיר והחטוף-המהריל דיסקין והבחור.mp3,1Cou6cLkMXFRjbssGQL2oeOMpHO9-OIjZ,סט ילדים/227 - 259  סיפורי מופת - סדרה א/253 - 259 שער התורה וגדולי ישראל,audio/mpeg,23.226,6/17/2026 9:53:55,8/21/2020 10:46:38,yadtamar613@gmail.com,https://drive.google.com/file/d/1Cou6cLkMXFRjbssGQL2oeOMpHO9-OIjZ/view?usp=drivesdk
254 -  אור החיים הקדוש-הירייה שחצתה ארצות.mp3,1x9pmUTmvYFL_7RwAmgBXa-G3n6CxrBda,סט ילדים/227 - 259  סיפורי מופת - סדרה א/253 - 259 שער התורה וגדולי ישראל,audio/mpeg,23.054,6/17/2026 9:53:59,8/21/2020 10:46:42,yadtamar613@gmail.com,https://drive.google.com/file/d/1x9pmUTmvYFL_7RwAmgBXa-G3n6CxrBda/view?usp=drivesdk
255 - אור החיים הגלות - האריה.mp3,1o0PyhDMUrC3H1n5Jzvy4zBRclfPz0Bec,סט ילדים/227 - 259  סיפורי מופת - סדרה א/253 - 259 שער התורה וגדולי ישראל,audio/mpeg,21.509,6/17/2026 9:54:03,8/21/2020 10:46:12,yadtamar613@gmail.com,https://drive.google.com/file/d/1o0PyhDMUrC3H1n5Jzvy4zBRclfPz0Bec/view?usp=drivesdk
"256 - השד ר - האילם, והשייך המוסלמי.mp3",1tdlldMw0XieCbqJZzndhIs3XV0CASu3S,סט ילדים/227 - 259  סיפורי מופת - סדרה א/253 - 259 שער התורה וגדולי ישראל,audio/mpeg,23.357,6/17/2026 9:54:06,8/21/2020 10:46:16,yadtamar613@gmail.com,https://drive.google.com/file/d/1tdlldMw0XieCbqJZzndhIs3XV0CASu3S/view?usp=drivesdk
257 - ר יונתן אייבשיץ - חד גדיא - הנסיכה- עין טובה.mp3,1U1LrzZj-eXJEPBGJ1W5oRxEcab7xUwqT,סט ילדים/227 - 259  סיפורי מופת - סדרה א/253 - 259 שער התורה וגדולי ישראל,audio/mpeg,25.265,6/17/2026 9:54:10,8/21/2020 10:46:22,yadtamar613@gmail.com,https://drive.google.com/file/d/1U1LrzZj-eXJEPBGJ1W5oRxEcab7xUwqT/view?usp=drivesdk
258 - ''יגעת ומצאת''-ארבעת הציירים-תאונת הסוס-המעלית.mp3,1LKZiKMQ2q0KC2OaD3V1jl8H9TDCgoXqJ,סט ילדים/227 - 259  סיפורי מופת - סדרה א/253 - 259 שער התורה וגדולי ישראל,audio/mpeg,23.881,6/17/2026 9:54:14,8/21/2020 10:46:28,yadtamar613@gmail.com,https://drive.google.com/file/d/1LKZiKMQ2q0KC2OaD3V1jl8H9TDCgoXqJ/view?usp=drivesdk
259 - עמל התורה-המשוגע וצליל המטבע-המסמר של הרשב א-10 דולר.mp3,1wALwyTDSj543g1sYTG-GWG4cgP6UUOfM,סט ילדים/227 - 259  סיפורי מופת - סדרה א/253 - 259 שער התורה וגדולי ישראל,audio/mpeg,24.319,6/17/2026 9:54:19,8/21/2020 10:46:34,yadtamar613@gmail.com,https://drive.google.com/file/d/1wALwyTDSj543g1sYTG-GWG4cgP6UUOfM/view?usp=drivesdk
260 - אמונה תמימה-החזו''א וצינור המים-בבא מאיר והמגרסה-האוטובוס לחיפה.mp3,1rEa8J9Ofmua6InFB_S5b8VXkja41p-SZ,סט ילדים/260 - 292  סיפורי מופת - סדרה ב/260 - 263  שער האמונה והשגחה פרטית,audio/mpeg,31.732,6/17/2026 10:06:33,8/21/2020 10:47:26,yadtamar613@gmail.com,https://drive.google.com/file/d/1rEa8J9Ofmua6InFB_S5b8VXkja41p-SZ/view?usp=drivesdk
261 - חדרו של אליהו הנביא- הילד שזכה לגילוי אליהו.mp3,1e3-sLfIDzfQzi_pDpAuZjcVG3bD2DaE6,סט ילדים/260 - 292  סיפורי מופת - סדרה ב/260 - 263  שער האמונה והשגחה פרטית,audio/mpeg,34.831,6/17/2026 10:06:37,8/21/2020 10:47:06,yadtamar613@gmail.com,https://drive.google.com/file/d/1e3-sLfIDzfQzi_pDpAuZjcVG3bD2DaE6/view?usp=drivesdk
262 - מידת הבטחון א'-האלשי''ך הקדוש וחוצב האבנים- הבעש''ט הקדוש והחוכר.mp3,1kh5NLJL6mbSg2FEGApgQPL5kEO_XW0DJ,סט ילדים/260 - 292  סיפורי מופת - סדרה ב/260 - 263  שער האמונה והשגחה פרטית,audio/mpeg,22.61,6/17/2026 10:06:41,8/21/2020 10:47:10,yadtamar613@gmail.com,https://drive.google.com/file/d/1kh5NLJL6mbSg2FEGApgQPL5kEO_XW0DJ/view?usp=drivesdk
263 - מידת הבטחון ב'-נס האוניות בלב ים-שני סנדלרים וטבלת זהב.mp3,1ixZkHPvuELPPPrSEioDOfkKWREw9t4Gq,סט ילדים/260 - 292  סיפורי מופת - סדרה ב/260 - 263  שער האמונה והשגחה פרטית,audio/mpeg,23.642,6/17/2026 10:06:45,8/21/2020 10:47:14,yadtamar613@gmail.com,https://drive.google.com/file/d/1ixZkHPvuELPPPrSEioDOfkKWREw9t4Gq/view?usp=drivesdk
264 - הכומר שנקבר שמונה פעמים.mp3,1LuF8RKs7bHDq7Niu9sAguLr0Mca_361N,סט ילדים/260 - 292  סיפורי מופת - סדרה ב/264 - 268  שער ישראל ואומות העולם,audio/mpeg,33.647,6/17/2026 10:08:51,8/21/2020 10:47:28,yadtamar613@gmail.com,https://drive.google.com/file/d/1LuF8RKs7bHDq7Niu9sAguLr0Mca_361N/view?usp=drivesdk
"265 - חכמת גנב הנברשת-שני עגלונים יהודים, ושני כמרים.mp3",1WlyPchxQNEwtwTu3QElS8P7ydh5yVIpS,סט ילדים/260 - 292  סיפורי מופת - סדרה ב/264 - 268  שער ישראל ואומות העולם,audio/mpeg,49.76,6/17/2026 10:08:57,8/21/2020 10:47:40,yadtamar613@gmail.com,https://drive.google.com/file/d/1WlyPchxQNEwtwTu3QElS8P7ydh5yVIpS/view?usp=drivesdk
266 - גאוה יהודית-פגישתי עם כומר באמריקה-האדמו''ר מצאנז.mp3,1SvzPWfrGc1iV2VpYwrqTUCGJZOPebylG,סט ילדים/260 - 292  סיפורי מופת - סדרה ב/264 - 268  שער ישראל ואומות העולם,audio/mpeg,42.724,6/17/2026 10:09:15,8/21/2020 10:47:56,yadtamar613@gmail.com,https://drive.google.com/file/d/1SvzPWfrGc1iV2VpYwrqTUCGJZOPebylG/view?usp=drivesdk
267 - הרש''ש זצ''ל - ר' שלום גיבור.mp3,16ti5GvIQbNy7s6OOvn5rGcfc8bKYfEkk,סט ילדים/260 - 292  סיפורי מופת - סדרה ב/264 - 268  שער ישראל ואומות העולם,audio/mpeg,36.166,6/17/2026 10:09:20,8/21/2020 10:48:14,yadtamar613@gmail.com,https://drive.google.com/file/d/16ti5GvIQbNy7s6OOvn5rGcfc8bKYfEkk/view?usp=drivesdk
268 - פיקחות יהודית- המסמך מתחתית הערמה - ההשגחה בעיר בורסק.mp3,1ZL_uphmC0fgXLcjzB1jNBsKolRohReRc,סט ילדים/260 - 292  סיפורי מופת - סדרה ב/264 - 268  שער ישראל ואומות העולם,audio/mpeg,40.988,6/17/2026 10:09:25,8/21/2020 10:48:36,yadtamar613@gmail.com,https://drive.google.com/file/d/1ZL_uphmC0fgXLcjzB1jNBsKolRohReRc/view?usp=drivesdk
269 - מידת האיפוק- הירושלמי ומציאת הארנק בעיר וינה.mp3,17VodRNZ0Z_-dB8nllCuSacHjRNZQpQIW,סט ילדים/260 - 292  סיפורי מופת - סדרה ב/269 - 273  שער המידות,audio/mpeg,35.299,6/17/2026 10:06:04,8/21/2020 10:47:50,yadtamar613@gmail.com,https://drive.google.com/file/d/17VodRNZ0Z_-dB8nllCuSacHjRNZQpQIW/view?usp=drivesdk
270 - מידת האצילות-''מסיבות הפרידה'' בעיירה וייץ.mp3,1zloMBVSRVvsezMRm87p6OeJByxowwrsQ,סט ילדים/260 - 292  סיפורי מופת - סדרה ב/269 - 273  שער המידות,audio/mpeg,34.533,6/17/2026 10:06:09,8/21/2020 10:48:04,yadtamar613@gmail.com,https://drive.google.com/file/d/1zloMBVSRVvsezMRm87p6OeJByxowwrsQ/view?usp=drivesdk
271 - שכר מידת השלום- 50 ש''ח וה''ביטוח ישיר-אחמד בקרית ספר.mp3,1848IrSJG4qzS1njJUBRYJ_tNsp-OVxp7,סט ילדים/260 - 292  סיפורי מופת - סדרה ב/269 - 273  שער המידות,audio/mpeg,78.527,6/17/2026 10:06:17,8/21/2020 10:48:44,yadtamar613@gmail.com,https://drive.google.com/file/d/1848IrSJG4qzS1njJUBRYJ_tNsp-OVxp7/view?usp=drivesdk
272 - נושא בעול עם חבירו''-תעדת זהות פרסית-ה''נס'' שלא היה נס.mp3,1gOVgdm20BMtQxaQwb4meILxJK4C8iF5T,סט ילדים/260 - 292  סיפורי מופת - סדרה ב/269 - 273  שער המידות,audio/mpeg,43.633,6/17/2026 10:06:23,8/21/2020 10:49:10,yadtamar613@gmail.com,https://drive.google.com/file/d/1gOVgdm20BMtQxaQwb4meILxJK4C8iF5T/view?usp=drivesdk
273 - מידת ההבלגה - מי בעל הבית האמיתי- המסעדה בעיר בוסטון -ילד וכדור.mp3,158u28ryk9gduvgryaiw3gQnF82qbmH1m,סט ילדים/260 - 292  סיפורי מופת - סדרה ב/269 - 273  שער המידות,audio/mpeg,39.596,6/17/2026 10:06:28,8/21/2020 10:49:38,yadtamar613@gmail.com,https://drive.google.com/file/d/158u28ryk9gduvgryaiw3gQnF82qbmH1m/view?usp=drivesdk
274 - ''לא יאונה לצדיק כל און''-החמין של סמיר-ה''כח שור'' וקורי העכביש.mp3,1bSPOZvT7XFD8gM13YGJWpy9lI-JlMqLe,סט ילדים/260 - 292  סיפורי מופת - סדרה ב/274 - 279  שער המצוות,audio/mpeg,37.059,6/17/2026 10:06:50,8/21/2020 10:49:52,yadtamar613@gmail.com,https://drive.google.com/file/d/1bSPOZvT7XFD8gM13YGJWpy9lI-JlMqLe/view?usp=drivesdk
275 - מצות פדיון שבויים-החטיפה וההצלה באיטליה לפני כ 400 שנה.mp3,1nysvU3472Fvk15OF1ISXcdEtfwxnbjvo,סט ילדים/260 - 292  סיפורי מופת - סדרה ב/274 - 279  שער המצוות,audio/mpeg,51.392,6/17/2026 10:06:57,8/21/2020 10:50:36,yadtamar613@gmail.com,https://drive.google.com/file/d/1nysvU3472Fvk15OF1ISXcdEtfwxnbjvo/view?usp=drivesdk
276 - מצות כיבוד הורים-המפתח החלוד לכספת-הרב פרדס זצ''ל והנציב הע.mp3,1zNNDVHLWMq33lNvJjw9RX8v5H8O3uzUa,סט ילדים/260 - 292  סיפורי מופת - סדרה ב/274 - 279  שער המצוות,audio/mpeg,51.148,6/17/2026 10:07:03,8/21/2020 10:48:24,yadtamar613@gmail.com,https://drive.google.com/file/d/1zNNDVHLWMq33lNvJjw9RX8v5H8O3uzUa/view?usp=drivesdk
277 - ברכות הנהנין- ''שהחיינו'' והאוצר -ברכת ''שהכל '' על טנקים.mp3,1vOm4zmLkBEMg5fKOCqFJ-s502Or2sSqF,סט ילדים/260 - 292  סיפורי מופת - סדרה ב/274 - 279  שער המצוות,audio/mpeg,39.526,6/17/2026 10:07:08,8/21/2020 10:48:44,yadtamar613@gmail.com,https://drive.google.com/file/d/1vOm4zmLkBEMg5fKOCqFJ-s502Or2sSqF/view?usp=drivesdk
278 - מצות קידוש ה' -''המציאה'' באמריקה -המתמיד ומשלחת מלך מצרים.mp3,1yJc9NyXyt_ipMxDnqD_tvQs4qj6bfEp5,סט ילדים/260 - 292  סיפורי מופת - סדרה ב/274 - 279  שער המצוות,audio/mpeg,42.446,6/17/2026 10:07:14,8/21/2020 10:49:10,yadtamar613@gmail.com,https://drive.google.com/file/d/1yJc9NyXyt_ipMxDnqD_tvQs4qj6bfEp5/view?usp=drivesdk
